spatial_unit,year,Number of Permanent Beds per 100 inhabitants,area_km2,arrivals,arrivals_per_100,arrivals_per_km2,avg_nights_per_arrival,avg_nights_per_bed,beds_per_km2,nights,nights_per_100,nights_per_km2,permanent_beds,pop_per_km2,population_census,spatial_level,county_key
Buzet,2023,15.8,169.04,16442.0,274.1,97.3,3.7,63.6,5.6,60249.0,1004.3,356.4,947.0,35.0,5999.0,municipality,buzet
Buzet,2024,18.2,169.04,16368.0,272.8,96.8,3.6,53.8,6.4,58629.0,977.3,346.8,1089.0,35.0,5999.0,municipality,buzet
Cerna,2021,0.3,69.54,,,,,,0.2,,,,12.0,53.0,3712.0,municipality,cerna
Cerna,2022,0.4,69.54,,,,,,0.2,,,,14.0,53.0,3712.0,municipality,cerna
Cerna,2023,0.5,69.54,,,,,,0.3,,,,19.0,53.0,3712.0,municipality,cerna
Cerna,2024,0.5,69.54,195.0,5.3,2.8,3.6,36.7,0.3,697.0,18.8,10.0,19.0,53.0,3712.0,municipality,cerna
Cernik,2021,2.4,127.86,,,,,,0.5,,,,70.0,23.0,2964.0,municipality,cernik
Cernik,2022,2.2,127.86,,,,,,0.5,,,,66.0,23.0,2964.0,municipality,cernik
Cernik,2023,2.6,127.86,,,,,,0.6,,,,76.0,23.0,2964.0,municipality,cernik
Cernik,2024,2.4,127.86,,,,,,0.6,,,,72.0,23.0,2964.0,municipality,cernik
Cerovlje,2021,11.1,105.64,2290.0,157.6,21.7,5.5,78.4,1.5,12621.0,868.6,119.5,161.0,13.0,1453.0,municipality,cerovlje
Cerovlje,2022,12.1,105.64,2355.0,162.1,22.3,5.3,70.4,1.7,12385.0,852.4,117.2,176.0,13.0,1453.0,municipality,cerovlje
Cerovlje,2023,12.2,105.64,2748.0,189.1,26.0,4.8,73.8,1.7,13062.0,899.0,123.6,177.0,13.0,1453.0,municipality,cerovlje
Cerovlje,2024,13.0,105.64,2613.0,179.8,24.7,5.0,68.7,1.8,12975.0,893.0,122.8,189.0,13.0,1453.0,municipality,cerovlje
Cestica,2021,0.5,46.15,506.0,9.3,11.0,2.7,50.1,0.6,1352.0,24.9,29.3,27.0,117.0,5425.0,municipality,cestica
Cestica,2022,0.6,46.15,864.0,15.9,18.7,2.6,68.6,0.7,2264.0,41.7,49.1,33.0,117.0,5425.0,municipality,cestica
Cestica,2023,0.9,46.15,1082.0,19.9,23.4,2.5,52.2,1.1,2661.0,49.1,57.7,51.0,117.0,5425.0,municipality,cestica
Cestica,2024,1.1,46.15,1216.0,22.4,26.3,2.7,57.6,1.2,3283.0,60.5,71.1,57.0,117.0,5425.0,municipality,cestica
Cetingrad,2021,0.5,136.82,,,,,,0.1,,,,8.0,10.0,1491.0,municipality,cetingrad
Cetingrad,2022,1.2,136.82,,,,,,0.1,,,,18.0,10.0,1491.0,municipality,cetingrad
Cetingrad,2023,1.4,136.82,,,,,,0.2,,,,21.0,10.0,1491.0,municipality,cetingrad
Cetingrad,2024,1.4,136.82,535.0,35.9,3.9,2.0,49.9,0.2,1047.0,70.2,7.7,21.0,10.0,1491.0,municipality,cetingrad
Cista Provo,2021,6.7,108.1,737.0,41.0,6.8,8.5,52.3,1.1,6270.0,348.5,58.0,120.0,16.0,1799.0,municipality,cista provo
Cista Provo,2022,8.2,108.1,973.0,54.1,9.0,7.9,51.7,1.4,7651.0,425.3,70.8,148.0,16.0,1799.0,municipality,cista provo
Cista Provo,2023,9.5,108.1,971.0,54.0,9.0,7.1,40.1,1.6,6861.0,381.4,63.5,171.0,16.0,1799.0,municipality,cista provo
Cista Provo,2024,9.7,108.1,1185.0,65.9,11.0,6.9,46.6,1.6,8159.0,453.5,75.5,175.0,16.0,1799.0,municipality,cista provo
City of Zagreb,2021,2.5,641.25,634795.0,82.7,989.9,2.2,72.1,29.7,1375248.0,179.3,2144.6,19071.0,1196.0,767131.0,municipality,grad zagreb
City of Zagreb,2022,3.1,641.25,1078669.0,140.6,1682.1,2.0,91.9,37.4,2206044.0,287.6,3440.2,23992.0,1196.0,767131.0,municipality,grad zagreb
City of Zagreb,2023,2.9,641.25,1300694.0,169.6,2028.4,1.9,111.7,35.0,2507454.0,326.9,3910.3,22442.0,1196.0,767131.0,municipality,grad zagreb
City of Zagreb,2024,3.6,641.25,1419929.0,185.1,2214.3,1.9,97.0,42.5,2646443.0,345.0,4127.0,27279.0,1196.0,767131.0,municipality,grad zagreb
Civljane,2021,14.0,82.9,,,,,,0.3,,,,24.0,2.0,171.0,municipality,civljane
Civljane,2022,14.0,82.9,,,,,,0.3,,,,24.0,2.0,171.0,municipality,civljane
Civljane,2023,11.7,82.9,,,,,,0.2,,,,20.0,2.0,171.0,municipality,civljane
Civljane,2024,7.0,82.9,,,,,,0.1,,,,12.0,2.0,171.0,municipality,civljane
Cres,2021,377.2,291.49,106817.0,3932.9,366.5,7.4,76.8,35.1,786744.0,28967.0,2699.0,10245.0,9.0,2716.0,municipality,cres
Cres,2022,382.2,291.49,127729.0,4702.8,438.2,7.3,89.7,35.6,931436.0,34294.4,3195.4,10381.0,9.0,2716.0,municipality,cres
Cres,2023,380.8,291.49,131664.0,4847.7,451.7,7.3,92.5,35.5,957123.0,35240.2,3283.6,10342.0,9.0,2716.0,municipality,cres
Cres,2024,426.5,291.49,128477.0,4730.4,440.8,7.2,80.1,39.7,928031.0,34169.0,3183.7,11585.0,9.0,2716.0,municipality,cres
Crikvenica,2021,232.2,28.52,256788.0,2573.0,9003.8,5.5,61.5,812.5,1424021.0,14268.7,49930.6,23172.0,349.0,9980.0,municipality,crikvenica
Crikvenica,2022,231.5,28.52,350029.0,3507.3,12273.1,5.2,78.8,810.1,1820173.0,18238.2,63820.9,23104.0,349.0,9980.0,municipality,crikvenica
Crikvenica,2023,231.5,28.52,366219.0,3669.5,12840.8,5.0,79.2,810.2,1830508.0,18341.8,64183.3,23106.0,349.0,9980.0,municipality,crikvenica
Crikvenica,2024,224.1,28.52,361310.0,3620.3,12668.7,4.9,78.5,784.3,1756740.0,17602.6,61596.8,22369.0,349.0,9980.0,municipality,crikvenica
Crnac,2021,,79.4,,,,,,,,,,,14.0,1116.0,municipality,crnac
Crnac,2022,,79.4,,,,,,,,,,,14.0,1116.0,municipality,crnac
Crnac,2023,,79.4,,,,,,,,,,,14.0,1116.0,municipality,crnac
Crnac,2024,,79.4,,,,,,,,,,,14.0,1116.0,municipality,crnac
Darda,2021,0.3,94.13,,,,,,0.2,,,,16.0,57.0,5427.0,municipality,darda
Darda,2022,0.3,94.13,391.0,7.2,4.2,2.5,61.1,0.2,978.0,18.0,10.4,16.0,57.0,5427.0,municipality,darda
Darda,2023,0.4,94.13,438.0,8.1,4.7,2.1,45.3,0.2,906.0,16.7,9.6,20.0,57.0,5427.0,municipality,darda
Darda,2024,0.4,94.13,443.0,8.2,4.7,1.7,37.3,0.2,745.0,13.7,7.9,20.0,57.0,5427.0,municipality,darda
Daruvar,2021,4.4,64.68,8958.0,88.6,138.5,3.9,77.6,6.9,34591.0,342.3,534.8,446.0,156.0,10105.0,municipality,daruvar
Daruvar,2022,4.6,64.68,12867.0,127.3,198.9,3.7,100.9,7.3,47317.0,468.3,731.6,469.0,156.0,10105.0,municipality,daruvar
Daruvar,2023,4.5,64.68,16162.0,159.9,249.9,3.4,123.0,7.0,55358.0,547.8,855.9,450.0,156.0,10105.0,municipality,daruvar
Daruvar,2024,4.8,64.68,15020.0,148.6,232.2,3.5,108.2,7.5,52250.0,517.1,807.8,483.0,156.0,10105.0,municipality,daruvar
Davor,2021,,42.72,,,,,,,,,,,59.0,2529.0,municipality,davor
Davor,2022,,42.72,,,,,,,,,,,59.0,2529.0,municipality,davor
Davor,2023,,42.72,,,,,,,,,,,59.0,2529.0,municipality,davor
Davor,2024,,42.72,,,,,,,,,,,59.0,2529.0,municipality,davor
Dekanovec,2021,,6.05,,,,,,,,,,,122.0,739.0,municipality,dekanovec
Dekanovec,2022,,6.05,,,,,,,,,,,122.0,739.0,municipality,dekanovec
Dekanovec,2023,,6.05,,,,,,,,,,,122.0,739.0,municipality,dekanovec
Dekanovec,2024,,6.05,,,,,,,,,,,122.0,739.0,municipality,dekanovec
Delnice,2021,11.1,230.9,10526.0,205.0,45.6,2.5,45.4,2.5,25973.0,505.8,112.5,572.0,22.0,5135.0,municipality,delnice
Delnice,2022,12.2,230.9,10608.0,206.6,45.9,2.7,44.8,2.7,28119.0,547.6,121.8,628.0,22.0,5135.0,municipality,delnice
Delnice,2023,13.9,230.9,11248.0,219.0,48.7,2.6,40.2,3.1,28780.0,560.5,124.6,716.0,22.0,5135.0,municipality,delnice
Delnice,2024,14.0,230.9,10903.0,212.3,47.2,2.5,38.0,3.1,27328.0,532.2,118.4,720.0,22.0,5135.0,municipality,delnice
Desinić,2021,2.0,44.98,,,,,,1.1,,,,51.0,56.0,2530.0,municipality,desinic
Desinić,2022,1.8,44.98,,,,,,1.0,,,,45.0,56.0,2530.0,municipality,desinic
Desinić,2023,1.8,44.98,,,,,,1.0,,,,45.0,56.0,2530.0,municipality,desinic
Desinić,2024,2.1,44.98,,,,,,1.2,,,,53.0,56.0,2530.0,municipality,desinic
Dežanovac,2021,,102.67,,,,,,,,,,,19.0,1978.0,municipality,dezanovac
Dežanovac,2022,0.3,102.67,,,,,,0.1,,,,6.0,19.0,1978.0,municipality,dezanovac
Dežanovac,2023,0.3,102.67,,,,,,0.1,,,,6.0,19.0,1978.0,municipality,dezanovac
Dežanovac,2024,0.3,102.67,,,,,,0.1,,,,6.0,19.0,1978.0,municipality,dezanovac
Dicmo,2021,5.9,69.04,991.0,35.3,14.4,8.4,50.6,2.4,8343.0,297.4,120.8,165.0,40.0,2805.0,municipality,dicmo
Dicmo,2022,6.5,69.04,1279.0,45.6,18.5,7.9,55.4,2.6,10089.0,359.7,146.1,182.0,40.0,2805.0,municipality,dicmo
Dicmo,2023,6.8,69.04,1411.0,50.3,20.4,7.1,52.3,2.8,10046.0,358.1,145.5,192.0,40.0,2805.0,municipality,dicmo
Dicmo,2024,7.5,69.04,1595.0,56.9,23.1,7.3,55.4,3.0,11624.0,414.4,168.4,210.0,40.0,2805.0,municipality,dicmo
Dobrinj,2021,281.3,55.1,57741.0,2685.6,1047.9,6.7,63.8,109.8,386017.0,17954.3,7005.8,6049.0,39.0,2150.0,municipality,dobrinj
Dobrinj,2022,286.4,55.1,70542.0,3281.0,1280.3,6.6,75.7,111.8,466212.0,21684.3,8461.2,6158.0,39.0,2150.0,municipality,dobrinj
Dobrinj,2023,288.1,55.1,72222.0,3359.2,1310.7,6.4,74.9,112.4,464232.0,21592.2,8425.3,6195.0,39.0,2150.0,municipality,dobrinj
Dobrinj,2024,291.7,55.1,72016.0,3349.6,1307.0,6.4,73.3,113.8,459442.0,21369.4,8338.3,6271.0,39.0,2150.0,municipality,dobrinj
Domašinec,2021,,35.28,,,,,,,,,,,54.0,1923.0,municipality,domasinec
Domašinec,2022,,35.28,,,,,,,,,,,54.0,1923.0,municipality,domasinec
Domašinec,2023,,35.28,,,,,,,,,,,54.0,1923.0,municipality,domasinec
Domašinec,2024,,35.28,,,,,,,,,,,54.0,1923.0,municipality,domasinec
Donja Dubrava,2021,,19.01,,,,,,,,,,,87.0,1658.0,municipality,donja dubrava
Donja Dubrava,2022,,19.01,,,,,,,,,,,87.0,1658.0,municipality,donja dubrava
Donja Dubrava,2023,,19.01,,,,,,,,,,,87.0,1658.0,municipality,donja dubrava
Donja Dubrava,2024,0.3,19.01,,,,,,0.3,,,,5.0,87.0,1658.0,municipality,donja dubrava
Donja Motičina,2021,0.3,52.03,,,,,,0.1,,,,4.0,25.0,1334.0,municipality,donja moticina
Donja Motičina,2022,0.3,52.03,,,,,,0.1,,,,4.0,25.0,1334.0,municipality,donja moticina
Donja Motičina,2023,0.3,52.03,,,,,,0.1,,,,4.0,25.0,1334.0,municipality,donja moticina
Donja Motičina,2024,0.3,52.03,,,,,,0.1,,,,4.0,25.0,1334.0,municipality,donja moticina
Donja Stubica,2021,6.0,43.54,14748.0,276.9,338.7,2.1,96.7,7.3,30664.0,575.7,704.3,317.0,122.0,5326.0,municipality,donja stubica
Donja Stubica,2022,6.2,43.54,12829.0,240.9,294.6,2.1,80.9,7.6,26631.0,500.0,611.6,329.0,122.0,5326.0,municipality,donja stubica
Donja Stubica,2023,6.4,43.54,17580.0,330.1,403.8,2.1,106.1,7.9,36380.0,683.1,835.6,343.0,122.0,5326.0,municipality,donja stubica
Donja Stubica,2024,6.4,43.54,23667.0,444.4,543.6,2.1,143.7,7.9,49282.0,925.3,1131.9,343.0,122.0,5326.0,municipality,donja stubica
Donja Voća,2021,0.2,36.0,255.0,12.6,7.1,2.5,128.6,0.1,643.0,31.7,17.9,5.0,56.0,2030.0,municipality,donja voca
Donja Voća,2022,0.2,36.0,217.0,10.7,6.0,3.0,131.4,0.1,657.0,32.4,18.3,5.0,56.0,2030.0,municipality,donja voca
Donja Voća,2023,0.2,36.0,281.0,13.8,7.8,3.1,176.8,0.1,884.0,43.5,24.6,5.0,56.0,2030.0,municipality,donja voca
Donja Voća,2024,0.3,36.0,262.0,12.9,7.3,3.3,124.3,0.2,870.0,42.9,24.2,7.0,56.0,2030.0,municipality,donja voca
Donji Andrijevci,2021,,56.98,,,,,,,,,,,53.0,3059.0,municipality,donji andrijevci
Donji Andrijevci,2022,0.1,56.98,,,,,,0.1,,,,4.0,53.0,3059.0,municipality,donji andrijevci
Donji Andrijevci,2023,0.1,56.98,,,,,,0.1,,,,4.0,53.0,3059.0,municipality,donji andrijevci
Donji Andrijevci,2024,0.1,56.98,,,,,,0.1,,,,4.0,53.0,3059.0,municipality,donji andrijevci
Donji Kraljevec,2021,1.0,36.28,,,,,,1.1,,,,40.0,111.0,4043.0,municipality,donji kraljevec
Donji Kraljevec,2022,2.2,36.28,2709.0,67.0,74.7,2.5,76.6,2.4,6743.0,166.8,185.9,88.0,111.0,4043.0,municipality,donji kraljevec
Donji Kraljevec,2023,2.9,36.28,3401.0,84.1,93.7,1.7,50.0,3.2,5801.0,143.5,159.9,116.0,111.0,4043.0,municipality,donji kraljevec
Donji Kraljevec,2024,2.3,36.28,3456.0,85.5,95.3,1.6,60.2,2.5,5536.0,136.9,152.6,92.0,111.0,4043.0,municipality,donji kraljevec
Donji Kukuruzari,2021,,113.89,,,,,,,,,,,9.0,1080.0,municipality,donji kukuruzari
Donji Kukuruzari,2022,,113.89,,,,,,,,,,,9.0,1080.0,municipality,donji kukuruzari
Donji Kukuruzari,2023,,113.89,,,,,,,,,,,9.0,1080.0,municipality,donji kukuruzari
Donji Kukuruzari,2024,,113.89,,,,,,,,,,,9.0,1080.0,municipality,donji kukuruzari
Donji Lapac,2021,2.5,350.7,229.0,16.8,0.7,1.8,12.3,0.1,418.0,30.6,1.2,34.0,3.0,1366.0,municipality,donji lapac
Donji Lapac,2022,3.0,350.7,,,,,,0.1,,,,41.0,3.0,1366.0,municipality,donji lapac
Donji Lapac,2023,2.3,350.7,176.0,12.9,0.5,2.2,12.6,0.1,390.0,28.6,1.1,31.0,3.0,1366.0,municipality,donji lapac
Donji Lapac,2024,4.5,350.7,315.0,23.1,0.9,2.1,11.0,0.2,671.0,49.1,1.9,61.0,3.0,1366.0,municipality,donji lapac
Donji Miholjac,2021,0.1,134.55,219.0,2.7,1.6,2.2,59.3,0.1,474.0,5.9,3.5,8.0,59.0,8031.0,municipality,donji miholjac
Donji Miholjac,2022,0.3,134.55,361.0,4.5,2.7,2.0,32.7,0.2,719.0,9.0,5.3,22.0,59.0,8031.0,municipality,donji miholjac
Donji Miholjac,2023,0.3,134.55,431.0,5.4,3.2,2.0,33.8,0.2,844.0,10.5,6.3,25.0,59.0,8031.0,municipality,donji miholjac
Donji Miholjac,2024,0.5,134.55,574.0,7.1,4.3,1.8,26.6,0.3,1010.0,12.6,7.5,38.0,59.0,8031.0,municipality,donji miholjac
Donji Vidovec,2021,6.3,13.82,,,,,,5.4,,,,75.0,86.0,1197.0,municipality,donji vidovec
Donji Vidovec,2022,5.1,13.82,,,,,,4.4,,,,61.0,86.0,1197.0,municipality,donji vidovec
Donji Vidovec,2023,5.1,13.82,,,,,,4.4,,,,61.0,86.0,1197.0,municipality,donji vidovec
Donji Vidovec,2024,5.1,13.82,,,,,,4.4,,,,61.0,86.0,1197.0,municipality,donji vidovec
Dragalić,2021,,61.62,,,,,,,,,,,17.0,1058.0,municipality,dragalic
Dragalić,2022,,61.62,,,,,,,,,,,17.0,1058.0,municipality,dragalic
Dragalić,2023,,61.62,,,,,,,,,,,17.0,1058.0,municipality,dragalic
Dragalić,2024,,61.62,,,,,,,,,,,17.0,1058.0,municipality,dragalic
Draganić,2021,0.9,72.55,,,,,,0.3,,,,24.0,35.0,2541.0,municipality,draganic
Draganić,2022,0.9,72.55,,,,,,0.3,,,,23.0,35.0,2541.0,municipality,draganic
Draganić,2023,0.9,72.55,,,,,,0.3,,,,24.0,35.0,2541.0,municipality,draganic
Draganić,2024,0.9,72.55,,,,,,0.3,,,,24.0,35.0,2541.0,municipality,draganic
Draž,2021,2.7,149.53,476.0,24.4,3.2,2.8,25.1,0.4,1330.0,68.2,8.9,53.0,13.0,1949.0,municipality,draz
Draž,2022,4.8,149.53,650.0,33.4,4.3,3.1,22.0,0.6,2045.0,104.9,13.7,93.0,13.0,1949.0,municipality,draz
Draž,2023,5.1,149.53,820.0,42.1,5.5,2.9,23.6,0.7,2356.0,120.9,15.8,100.0,13.0,1949.0,municipality,draz
Draž,2024,5.5,149.53,935.0,48.0,6.3,2.6,23.1,0.7,2473.0,126.9,16.5,107.0,13.0,1949.0,municipality,draz
Drenje,2021,0.1,106.4,,,,,,0.0,,,,2.0,19.0,2126.0,municipality,drenje
Drenje,2022,0.1,106.4,,,,,,0.0,,,,2.0,19.0,2126.0,municipality,drenje
Drenje,2023,1.4,106.4,,,,,,0.3,,,,30.0,19.0,2126.0,municipality,drenje
Drenje,2024,1.4,106.4,,,,,,0.3,,,,29.0,19.0,2126.0,municipality,drenje
Drenovci,2021,,200.27,,,,,,,,,,,18.0,3662.0,municipality,drenovci
Drenovci,2022,,200.27,,,,,,,,,,,18.0,3662.0,municipality,drenovci
Drenovci,2023,,200.27,,,,,,,,,,,18.0,3662.0,municipality,drenovci
Drenovci,2024,,200.27,,,,,,,,,,,18.0,3662.0,municipality,drenovci
Drniš,2021,8.2,351.75,4476.0,71.3,12.7,4.8,41.4,1.5,21284.0,339.1,60.5,514.0,17.0,6276.0,municipality,drnis
Drniš,2022,8.5,351.75,4945.0,78.8,14.1,5.4,50.1,1.5,26850.0,427.8,76.3,536.0,17.0,6276.0,municipality,drnis
Drniš,2023,9.5,351.75,5253.0,83.7,14.9,5.2,45.6,1.7,27060.0,431.2,76.9,594.0,17.0,6276.0,municipality,drnis
